City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
627,Geraldton,AU,60.13,clear sky,-28.7667,114.6,Broadwater Mariner Resort
632,Veinticinco De Mayo,AR,60.98,clear sky,-35.4323,-60.1727,Estancia La Rosada
640,Maceio,BR,89.04,broken clouds,-9.6658,-35.7353,Poutur Pousada
644,Coquimbo,CL,60.53,clear sky,-29.9533,-71.3436,Punto de encuentro
645,Talas,TR,72.27,clear sky,38.6908,35.5538,Fimaj Residence
648,Isparta,TR,61.56,clear sky,38.0,31.0,FAME RESIDENCE LARA
655,Dumai,ID,78.15,few clouds,1.6833,101.45,Grand Zuri Dumai
656,Saveh,IR,77.79,few clouds,35.0213,50.3566,قشلاق چلبلو، استان مرکزی، ایران
659,Frontera,MX,78.94,clear sky,26.9333,-101.45,Casagrande Hotel
660,Tual,ID,83.41,broken clouds,-5.6667,132.75,Grand Vilia Hotel
664,Villa Bruzual,VE,88.75,few clouds,9.3328,-69.1208,hotel italia
666,Ayacucho,PE,64.26,few clouds,-13.1583,-74.2239,Hotel Incasol
669,Northam,GB,63.72,overcast clouds,51.0333,-4.2167,Durrant House Hotel
670,Bayburt,TR,62.8,broken clouds,40.2589,40.2278,Bayburt Otel Konaklama
671,Port Moresby,PG,74.62,broken clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
672,Celestun,MX,83.79,few clouds,20.8667,-90.4,Posada Lilia
674,Faya,SA,77.11,clear sky,18.3851,42.4509,املاك خالد الشعشوع
675,San Pedro De Ycuamandiyu,PY,70.45,moderate rain,-24.0917,-57.0764,Hotel Refugio
677,Nicoya,CR,74.75,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
678,Galesong,ID,80.62,overcast clouds,-5.3166,119.3661,Sapriadi Appy
679,Carutapera,BR,86.43,overcast clouds,-1.195,-46.02,Lidera
681,Lawrenceburg,US,73.87,overcast clouds,38.0373,-84.8966,Best Western Lawrenceburg Inn
683,Seydi,TM,60.89,few clouds,39.4816,62.9137,Seydi oteli
684,Kahului,US,75.85,light rain,20.8947,-156.47,Maui Seaside Hotel
685,Nishihara,JP,79.88,few clouds,26.1842,127.7558,Minshuku Agaihama
686,Bundaberg,AU,70.09,broken clouds,-24.85,152.35,Takalvan Motel
688,Mount Pleasant,US,81.99,clear sky,32.7941,-79.8626,Best Western Patriots Point
689,Tautira,PF,75.22,light rain,-17.7333,-149.15,Pension Oaoa
694,Auki,SB,77.4,overcast clouds,-8.7676,160.7034,Auki Motel
697,Lumberton,US,78.46,few clouds,34.6182,-79.0086,"Country Inn & Suites by Radisson, Lumberton, NC"
698,Statesboro,US,78.94,clear sky,32.4488,-81.7832,"Holiday Inn Statesboro-University Area, an IHG Hotel"
703,Pemangkat,ID,80.85,broken clouds,1.1667,108.9667,Ramah Kost KITA
