City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
137,Salinopolis,BR,-0.6136,-47.3561,86.25,61,64,11.59,broken clouds
138,Necochea,AR,-38.5473,-58.7368,61.03,44,0,10.98,clear sky
139,Dikson,RU,73.5069,80.5464,28.53,88,97,5.17,overcast clouds
140,Zlitan,LY,32.4674,14.5687,71.01,50,77,24.23,broken clouds
141,Avera,US,33.194,-82.5271,76.68,67,16,2.8,few clouds
142,Lithakia,GR,37.7167,20.8333,65.62,82,75,18.41,broken clouds
143,Margate,GB,51.3813,1.3862,58.91,58,19,1.99,few clouds
144,Okhotsk,RU,59.3833,143.3,19.94,74,40,15.05,scattered clouds
145,Port Blair,IN,11.6667,92.75,80.1,86,100,14.05,overcast clouds
146,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,77,20,10.36,few clouds
147,Ust-Nera,RU,64.5667,143.2,11.1,96,100,4.12,overcast clouds
148,Lebu,CL,-37.6167,-73.65,51.6,60,3,10.13,clear sky
149,Magadan,RU,59.5667,150.8,20.52,58,7,11.12,clear sky
150,Straubing,DE,48.8833,12.5667,61.16,73,99,4.34,overcast clouds
151,Cherskiy,RU,68.75,161.3,-5.85,100,95,3.06,overcast clouds
152,Meulaboh,ID,4.1363,96.1285,79.18,77,28,1.81,scattered clouds
153,Waipawa,NZ,-41.4122,175.5153,52.03,91,0,4.92,clear sky
154,Shawnee,US,39.05,-95.7669,54.79,76,40,1.99,scattered clouds
155,Carnarvon,AU,-24.8667,113.6333,69.87,83,40,8.05,scattered clouds
156,San Cristobal,VE,7.7669,-72.225,78.98,45,92,5.37,overcast clouds
157,Bud,US,39.447,-86.1758,70.59,98,99,9.82,overcast clouds
158,Tiksi,RU,71.6872,128.8694,6.94,95,97,8.72,overcast clouds
159,Kroonstad,ZA,-27.6504,27.2349,92.75,7,4,14.88,clear sky
160,Escuinapa,MX,22.85,-105.8,75.11,71,18,2.73,few clouds
161,Tilichiki,RU,60.4667,166.1,20.14,66,100,13.69,overcast clouds
162,Wapakoneta,US,40.5678,-84.1936,74.14,95,90,5.01,overcast clouds
163,Muros,ES,42.7762,-9.0603,74.68,70,79,6.24,broken clouds
164,Ketchikan,US,55.3422,-131.6461,37.87,93,90,0.0,heavy intensity rain
165,Luganville,VU,-15.5333,167.1667,77.41,86,60,3.44,broken clouds
166,Bredasdorp,ZA,-34.5322,20.0403,61.29,44,100,20.78,overcast clouds
167,Doctor Juan Leon Mallorquin,PY,-25.4,-55.2667,65.93,98,100,4.03,moderate rain
168,Fallon,US,39.4735,-118.7774,46.47,37,5,1.19,clear sky
169,Kuressaare,EE,58.2481,22.5039,49.95,90,75,8.99,broken clouds
170,Staryy Nadym,RU,65.6118,72.6842,39.45,91,100,6.98,overcast clouds
171,Mmabatho,ZA,-25.85,25.6333,94.96,8,0,10.36,clear sky
172,Yulara,AU,-25.2406,130.9889,66.04,24,0,6.91,clear sky
173,Kenitra,MA,34.261,-6.5802,83.73,44,72,12.55,broken clouds
174,Odweyne,SO,9.4092,45.064,84.11,28,34,6.29,scattered clouds
175,Eslov,SE,55.8393,13.3039,54.84,68,15,14.94,few clouds
176,Thompson,CA,55.7435,-97.8558,33.96,100,90,9.22,mist
177,Birao,CF,10.2849,22.7882,83.41,60,95,4.59,overcast clouds
178,Ozernovskiy,RU,51.5,156.5167,46.24,86,95,16.28,light rain
179,Barras,BR,-4.2444,-42.2944,103.14,25,97,5.61,overcast clouds
180,Linjiang,CN,41.8069,126.9078,38.1,50,100,4.88,overcast clouds
181,Manakara,MG,-22.1333,48.0167,74.71,84,0,10.56,clear sky
182,Zhigansk,RU,66.7697,123.3711,9.39,95,34,8.23,scattered clouds
183,Namatanai,PG,-3.6667,152.4333,80.11,81,20,6.8,light rain
184,Otofuke,JP,42.9917,143.2003,43.23,83,70,4.29,broken clouds
185,Mayumba,GA,-3.432,10.6554,78.24,81,52,9.51,broken clouds
186,Phuntsholing,BT,26.8516,89.3884,78.33,68,34,5.99,scattered clouds
187,Ust-Tsilma,RU,65.441,52.1498,40.75,86,100,6.35,overcast clouds
188,Verkhoshizhemye,RU,58.011,49.1038,41.23,95,100,13.71,light rain
189,Kamina,CD,-8.7386,24.9906,66.02,89,99,10.65,moderate rain
190,Klaksvik,FO,62.2266,-6.589,47.32,79,99,28.21,overcast clouds
191,Makow Mazowiecki,PL,52.8649,21.1005,59.02,62,100,17.56,overcast clouds
192,Haimen,CN,23.1935,116.6142,75.09,86,72,10.02,broken clouds
193,Khatanga,RU,71.9667,102.5,-0.04,96,95,4.76,overcast clouds
194,Thinadhoo,MV,0.5333,72.9333,83.37,77,67,23.76,broken clouds
195,Chuy,UY,-33.6971,-53.4616,59.09,73,100,17.09,overcast clouds
196,Cidreira,BR,-30.1811,-50.2056,69.04,89,100,9.17,light rain
197,Popondetta,PG,-8.7537,148.2534,73.38,95,96,2.8,overcast clouds
198,Rayachoti,IN,14.05,78.75,83.39,59,100,1.77,overcast clouds
199,Pokhara,NP,28.2333,83.9833,71.19,48,5,7.18,clear sky
200,Tsiroanomandidy,MG,-18.7667,46.0333,87.48,17,19,2.01,few clouds
201,Gornopravdinsk,RU,60.05,69.9,46.87,77,100,9.75,overcast clouds
202,Mahebourg,MU,-20.4081,57.7,75.49,73,40,11.5,scattered clouds
203,Provideniya,RU,64.3833,-173.3,22.1,79,4,6.98,clear sky
204,Tasiilaq,GL,65.6145,-37.6368,42.96,55,84,6.98,broken clouds
205,Kimbe,PG,-5.5502,150.1429,77.07,92,77,2.68,broken clouds
206,Kayes,ML,14.0,-11.0,98.42,23,93,3.4,overcast clouds
207,Sao Filipe,CV,14.8961,-24.4956,79.59,74,3,12.15,clear sky
208,Lubbock,US,33.6001,-101.8338,49.37,64,1,7.0,clear sky
209,Vilcun,CL,-38.65,-72.2333,47.14,48,6,5.77,clear sky
210,Repnoye,RU,51.5921,43.1861,47.59,53,11,6.44,few clouds
211,Zhob,PK,31.3411,69.4481,71.74,13,0,2.84,clear sky
212,Dwarka,IN,22.2394,68.9678,82.51,63,39,9.6,scattered clouds
213,Torbay,CA,47.6666,-52.7314,49.15,97,90,27.63,mist
214,Mporokoso,ZM,-9.3727,30.125,78.66,39,96,7.07,overcast clouds
215,Labuhan,ID,-6.8844,112.2051,83.35,74,100,7.87,overcast clouds
216,Acapulco,MX,16.8634,-99.8901,83.44,77,42,2.04,scattered clouds
217,Ponta Do Sol,PT,32.6667,-17.1,80.01,67,18,2.26,few clouds
218,Fortuna,US,40.5982,-124.1573,48.97,59,1,8.05,clear sky
219,Chincha Alta,PE,-13.4099,-76.1323,63.19,70,88,6.82,overcast clouds
220,Sabang,ID,5.8933,95.3214,83.03,79,53,18.99,broken clouds
221,Lima,PE,-12.0432,-77.0282,69.91,76,90,6.91,overcast clouds
222,Lagoa,PT,39.05,-27.9833,69.19,60,100,7.47,overcast clouds
223,Karasjok,NO,69.4719,25.5112,35.71,93,100,6.78,overcast clouds
224,Saskylakh,RU,71.9167,114.0833,5.74,95,100,8.19,overcast clouds
225,Monroe,US,43.1501,-77.6831,72.66,84,90,6.91,overcast clouds
226,Guerrero Negro,MX,27.9769,-114.0611,69.4,55,0,0.83,clear sky
227,Adwa,ET,14.1646,38.8955,69.04,37,5,11.39,clear sky
228,Ahipara,NZ,-35.1667,173.1667,47.86,82,0,3.98,clear sky
229,Tsentoroy,RU,43.0064,46.2231,51.13,79,7,1.79,clear sky
230,Tura,IN,25.5198,90.2201,77.07,93,99,3.96,overcast clouds
231,Ancud,CL,-41.8697,-73.8203,53.13,83,100,10.33,light rain
232,Japura,ID,-0.3167,102.35,78.35,82,82,3.06,broken clouds
233,Gudari,IN,19.35,83.7833,77.05,93,100,3.36,light rain
234,Miles City,US,46.4083,-105.8406,40.51,65,75,17.27,broken clouds
235,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,71,12,8.21,few clouds
236,Kemi,FI,65.8596,24.8228,46.17,93,90,11.5,moderate rain
237,Belaya Gora,RU,68.5333,146.4167,13.66,97,97,2.01,overcast clouds
238,Tecoanapa,MX,16.5167,-98.75,83.01,73,28,1.97,scattered clouds
239,Moerai,PF,-22.4333,-151.3333,76.06,80,42,7.81,scattered clouds
240,Pangnirtung,CA,66.1451,-65.7125,26.6,80,20,0.0,few clouds
241,Juneau,US,58.3019,-134.4197,41.0,96,90,8.05,light rain
242,Ca Mau,VN,9.1769,105.15,78.66,88,100,3.06,overcast clouds
243,Padang,ID,-0.9492,100.3543,78.85,85,29,3.56,scattered clouds
244,Vila Velha,BR,-20.3297,-40.2925,85.95,58,20,14.97,few clouds
245,Punganuru,IN,13.3667,78.5833,73.83,84,92,2.91,moderate rain
246,Barnaul,RU,53.3606,83.7636,38.12,60,0,8.95,clear sky
247,Santa Cruz De La Palma,ES,28.6835,-17.7642,77.14,65,20,10.36,few clouds
248,Longyearbyen,SJ,78.2186,15.6401,24.64,68,20,5.75,few clouds
249,Saldanha,ZA,-33.0117,17.9442,66.25,62,100,13.65,overcast clouds
250,Sitka,US,57.0531,-135.33,40.89,81,75,8.05,light rain
251,Key West,US,24.5557,-81.7826,84.99,74,1,5.75,clear sky
252,Nalut,LY,30.3333,10.85,69.82,17,0,13.27,clear sky
253,Llata,PE,-9.4167,-76.7833,64.11,54,99,4.65,overcast clouds
254,Noumea,NC,-22.2763,166.4572,67.98,84,5,4.47,clear sky
255,Yaan,NG,7.3833,8.5667,88.79,54,41,6.49,scattered clouds
256,La Serena,CL,-29.9078,-71.2542,60.31,63,0,11.5,clear sky
257,Bafq,IR,31.6128,55.4107,75.11,16,0,9.64,clear sky
258,Ilulissat,GL,69.2167,-51.1,33.82,80,20,9.22,few clouds
259,Saint George,US,37.1041,-113.5841,52.27,53,1,1.99,clear sky
260,Saint-Leu,RE,-21.15,55.2833,74.26,99,46,12.82,scattered clouds
261,Miandrivazo,MG,-19.5167,45.4667,92.23,31,0,17.27,clear sky
262,Balkhash,KZ,46.844,74.9804,49.01,43,0,10.78,clear sky
263,Teguldet,RU,57.3064,88.1667,30.92,75,54,3.78,broken clouds
264,Guilin,CN,25.2819,110.2864,64.51,77,94,13.2,overcast clouds
265,Diffa,NE,13.3154,12.6113,92.59,33,80,15.99,broken clouds
266,Tsumeb,NA,-19.2333,17.7167,96.35,7,0,9.17,clear sky
267,San Patricio,US,28.017,-97.5169,84.92,78,6,6.42,clear sky
