City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
268,Puerto Ayacucho,VE,5.6639,-67.6236,89.37,61,60,0.34,broken clouds
269,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,95.4,44,88,4.63,overcast clouds
270,Zwedru,LR,6.0667,-8.1281,90.61,48,45,4.5,scattered clouds
271,Stornoway,GB,58.2093,-6.3865,48.16,66,75,12.66,broken clouds
272,Pochutla,MX,15.7432,-96.4661,83.82,66,55,2.77,broken clouds
273,Walvis Bay,NA,-22.9575,14.5053,70.75,49,3,25.32,clear sky
274,Ornskoldsvik,SE,63.2909,18.7153,37.22,100,90,20.71,snow
275,Port Lincoln,AU,-34.7333,135.8667,54.73,71,96,10.96,overcast clouds
276,Grantham,GB,52.9115,-0.6418,57.58,51,26,5.46,scattered clouds
277,Tuktoyaktuk,CA,69.4541,-133.0374,26.6,86,90,6.91,light snow
278,Bela Vista,BR,-22.1089,-56.5211,84.61,68,100,6.69,moderate rain
279,Pimenta Bueno,BR,-11.6725,-61.1936,99.36,32,94,8.81,overcast clouds
280,Tiruchchendur,IN,8.4833,78.1167,82.29,78,89,24.76,overcast clouds
281,Shelburne,CA,44.0787,-80.2041,60.69,97,100,2.46,overcast clouds
282,Djambala,CG,-2.5447,14.7533,78.08,68,65,6.06,light rain
283,Ballina,AU,-28.8667,153.5667,66.24,39,0,9.22,clear sky
